term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
funktion,77,0.0,0.0093,0.0039,0.0,0.0001,0.0,0.0
erkennen,76,0.0024,0.0,0.0021,0.0,0.0001,0.0081,0.0
urteilsfähigkeit,75,0.0045,0.0,0.0006,0.0,0.0001,0.0071,0.0
lernen,74,0.0013,0.0,0.0001,0.004,0.0143,0.0011,0.0
grundlegend,71,0.0,0.0,0.0091,0.0,0.0001,0.0,0.0025
verantwortlich,71,0.001,0.0,0.01,0.0,0.0001,0.0,0.0
hinblick,70,0.0026,0.0,0.0067,0.0005,0.0001,0.0013,0.0
menschlich,70,0.0026,0.0,0.004,0.0007,0.0096,0.0,0.0
alltag,69,0.001,0.0,0.0003,0.0,0.0087,0.0054,0.0014
wahrheit,69,0.0054,0.0,0.0023,0.0,0.0089,0.0,0.0
pflicht,68,0.0015,0.0107,0.0,0.0,0.0001,0.0,0.0
sinn,67,0.0083,0.0012,0.0002,0.0,0.0035,0.0005,0.0
historisch,67,0.0,0.0,0.0033,0.0,0.0001,0.0081,0.0
denken,66,0.0,0.0,0.0102,0.0,0.0001,0.0,0.0001
allgemein,63,0.0013,0.0,0.0,0.0,0.0001,0.0,0.0144
menschenrecht,63,0.0002,0.009,0.0,0.0019,0.0001,0.0,0.0
wichtig,63,0.0034,0.0014,0.0,0.0,0.0145,0.0001,0.0
dimension,61,0.0094,0.0,0.0,0.0009,0.0008,0.0,0.0
moralische,61,0.0,0.0049,0.0011,0.0,0.0109,0.0,0.0001
rechtlich,60,0.0,0.0073,0.0013,0.0,0.0001,0.0019,0.0
text,60,0.0,0.0,0.0011,0.0,0.0001,0.0029,0.0085
berücksichtigung,59,0.0,0.0,0.0068,0.0016,0.0001,0.0008,0.0
tier,59,0.0,0.0,0.0014,0.0018,0.0001,0.0,0.0093
motiv,58,0.0,0.0,0.0,0.0,0.0219,0.0,0.0011
menschenwürde,57,0.0003,0.0072,0.0,0.0019,0.0001,0.0004,0.0
bereich,51,0.0082,0.0,0.0009,0.0,0.0001,0.0,0.0
fähigkeit,50,0.0088,0.0,0.0,0.0,0.0001,0.0,0.0
fach,49,0.0034,0.0,0.0,0.0011,0.0087,0.0,0.0
lüge,44,0.0009,0.0,0.0,0.0,0.0154,0.0,0.0
kant,42,0.0,0.0073,0.0,0.0,0.0001,0.0,0.0
deskriptiv,39,0.0,0.0,0.0061,0.0,0.0001,0.0,0.0
motivation,32,0.0,0.0003,0.0,0.0004,0.0109,0.0,0.0
bieten,21,0.0,0.0,0.0,0.0,0.0088,0.0,0.0
