term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
hesse,8,0.0001,0.0,0.0137,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001
literatur,7,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0146,0.0001,0.0001
aristotel,7,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0185,0.0001
tugende,7,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0181,0.0001
campe,6,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.014,0.0001,0.0001
dieter,6,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.014,0.0001,0.0001
erstellen,6,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.014,0.0001,0.0001
thomä,6,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.014,0.0001,0.0001
umfrage,6,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.014,0.0001,0.0001
glücksratgeber,6,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.014,0.0001,0.0001
glückssache,6,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.014,0.0001,0.0001
hamburg,6,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.014,0.0001,0.0001
hoffmann,6,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.014,0.0001,0.0001
anerziehen,5,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0164,0.0001
