Bundesland,Fach,Schulart,Klassenstufe(n),Jahr,Gesamtwortanzahl,Referenz,Dateiname
Rheinland-Pfalz,Bio,,Sek1,2014,23605,"Ministerium für Bildung, Wissenschaft, Weiterbildung und Kultur Rheinland-Pfalz (2014). Lehrpläne für die naturwissenschaftlichen Fächer für die weiterführenden Schulen in Rheinland-Pfalz. Biologie Chemie Physik. Klassenstufen 7 bis 9/10",LP RheinPfalz Bio Sek1 2014.pdf
Rheinland-Pfalz,Bio,,Sek2,2022,16110,Ministerium für Bildung Rheinland-Pfalz (2022). Lehrpläne Biologie. Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe),LP RheinPfalz Bio Sek2 2022.pdf
Rheinland-Pfalz,Bio,,,2010,15491,"Ministerium für Bildung, Wissenschaft, Weiterbildung und Kultur Rheinland-Pfalz (2010). Rahmenlehrplan Naturwissenschaften für die weiterführenden Schulen in Rheinlandpfalz. Klassenstufen 5 und 6",LP RheinPfalz NaWi Orientierung 2014.pdf
Rheinland-Pfalz,"Ethik, Philo",Gym,Sek2,2011,22554,"Ministerium für Bildung, Wissenschaft, Weiterbildung und Kultur Rheinland-Pfalz (2011). Lehrplan Philosophie. Leistungsfach der gymnasialen Oberstufe",LP RheinPfalz Philosohpie Gym Sek2 LK 2011.pdf
Rheinland-Pfalz,"Ethik, Philo",Gym,Sek2,o. J.,13344,"Ministerium für Bildung, Wissenschaft, Weiterbildung und Kultur Rheinland-Pfalz (o. J.). Lehrplan Philosophie",LP RheinPfalz Philosohpie Gym Sek2.pdf
Rheinland-Pfalz,"Ethik, Philo",,Sek1,2021,20050,Ministerium für Bildung Rheinland-Pfalz (2021). Lehrplan Ethik. Sek 1,LP RheinPfalz Ethik Sek1 2021.pdf
Rheinland-Pfalz,"Ethik, Philo",,Sek2,1983,7429,Ministerium für Bildung Rheinland-Pfalz (2022). Lehrplan für Gesellschaftslehre,LP RheinPfalz Ethik Sek2 1983.pdf
Rheinland-Pfalz,Geschichte,,Sek1,2021,18538,"Ministerium für Bildung Rheinland-Pfalz (2021). Lehrplan für die gesellschaftswissenschaftlichen Fächer Erdkunde, Geschichte, Sozialkunde. ",LP RheinPfalz Geschichte Sek1 2021.pdf
Rheinland-Pfalz,Sozialkunde,Gym,Sek2,1998,37292,"Ministerium für Bildung, Wissenschaft, Weiterbildung und Kultur Rheinland-Pfalz (1998). Lehrplan für Gemeinschaftskunde. Grundfach und Leistungsfach.",LP RheinPfalz Gemeinschaftskunde Gym Sek2 1998.pdf
Rheinland-Pfalz,Sozialkunde,,Sek1,2022,22688,Ministerium für Bildung Rheinland-Pfalz (2022). Lehrplan für Gesellschaftslehre. Sekundarstufe 1. Klasse 5 - 10,LP RheinPfalz GesellschaftslehreSek1 2022.pdf
Rheinland-Pfalz,Sozialkunde,,Sek1,2021,12720,Ministerium für Bildung Rheinland-Pfalz (2021). Lehrplan für die gesellschaftswissenschaftlichen Fächer. ,LP RheinPfalz Sozialkunde Sek1 2021.pdf
Rheinland-Pfalz,Sozialkunde,,,2011,32392,"Ministerium für Bildung, Wissenschaft, Weiterbildung und Kultur Rheinland-Pfalz (2011). Lehrplananpassung - Gesellschaftliches aufgabenfeld. Grundfach Geschichte, Sozialkunde, Erdkunde. Sek 2",LP RheinPfalz Gesellschwiss. Anpassung SekII 2011.pdf
Saarland,Bio,GemS,"5,6",2014,3493,Ministerium für Bildung und Kultur Saarland (2014). Lehrplan Naturwissenschaften. Gemeinschaftsschule. Klassenstufen 5 und 6,"LP Saarland NaWi GemS 5,6 2014.pdf"
Saarland,Bio,GemS,"7,8",2014,6828,Ministerium für Bildung und Kultur Saarland (2014). Lehrplan Naturwissenschaften. Gemeinschaftsschule. Klassenstufen 7 und 8,"LP Saarland NaWi GemS 7,8 2014.pdf"
Saarland,Bio,GemS,"9,10",2016,6991,Ministerium für Bildung und Kultur Saarland (2016). Lehrplan Biologie. Gemeinschaftsschule. ,"LP Saarland Bio GemS 9,10 2016.pdf"
Saarland,Bio,GemS,,2014,3263,Ministerium für Bildung und Kultur Saarland (2014). Lehrplan Naturwissenschaften. Gemeinschaftsschule. ,LP Saarland NaWi GemS Vorwort 2014.pdf
Saarland,Bio,Gym,8,2014,3584,Ministerium für Bildung und Kultur Saarland (2014). Lehrplan Biologie. Gymnasium. Klassenstufe 8,LP Saarland Bio Gym 8 2014.pdf
Saarland,Bio,Gym,9,2014,3509,Ministerium für Bildung und Kultur Saarland (2014). Lehrplan Biologie. Gymnasium. Klassenstufen 9,LP Saarland Bio Gym 9 2014.pdf
Saarland,Bio,Gym,Sek2,2024,16893,Ministerium für Bildung und Kultur Saarland (2024). Lehrplan Biologie. Gymnasiale Oberstufe. Leistungskurs,LP Saarland Bio Gym Sek2 LK 2024.pdf
Saarland,Bio,Gym,Sek2,2024,13103,Ministerium für Bildung und Kultur Saarland (2024). Lehrplan Biologie. Gymnasiale Oberstufe. Grundkurs,LP Saarland Bio Gym Sek2 GK 2024.pdf
Saarland,Bio,Gym,Sek2,2024,6523,Ministerium für Bildung und Kultur Saarland (2024). Lehrplan Biologie. Gymnasiale Oberstufe. Einführungsphase,LP Saarland Bio Gym Sek2 Einführung 2024.pdf
Saarland,"Ethik, Philo",GemS,"5,6",2018,6827,Ministerium für Bildung und Kultur Saarland (2018). Lehrplan Allgemeine Ethik. Gemeinsschaftsschule. Klassenstufe 5 und6,"LP Saarland allgemeine Ethik GemS 5,6 2018.pdf"
Saarland,"Ethik, Philo",GemS,"7,8",2018,8853,Ministerium für Bildung und Kultur Saarland (2018). Lehrplan Allgemeine Ethik. Gemeinschaftsschule. Klassenstufe 7 und 8,"LP Saarland allgemeine Ethik GemS 7,8 2018.pdf"
Saarland,"Ethik, Philo",GemS,"9,10",2018,11776,Ministerium für Bildung und Kultur Saarland (2018). Lehrplan Allgemeine Ethik. Gemeinschaftsschule. Klassenstufe 9 und 10,"LP Saarland allgemeine Ethik GemS 9,10 2018.pdf"
Saarland,"Ethik, Philo",GemS,,2018,3965,Ministerium für Bildung und Kultur Saarland (2018). Lehrplan Allgemeine Ethik. Gemeinschaftsschule. ,LP Saarland allgemeine Ethik Vorwort GemS 2018.pdf
Saarland,"Ethik, Philo",Gym,9,2018,7900,Ministerium für Bildung und Kultur Saarland (2018). Lehrplan Allgemeine Ethik. Gymnasium. Klassenstufe 9,LP Saarland allgemeine Ethik Gym 9 2018.pdf
Saarland,"Ethik, Philo",Gym,"5,6",2018,6824,Ministerium für Bildung und Kultur Saarland (2015). Lehrplan Allgemeine Ethike. Gymnasium. Klassenstufe 5 und 6,"LP Saarland allgemeine Ethik Gym 5,6 2018.pdf"
Saarland,"Ethik, Philo",Gym,"7,8",2018,8853,Ministerium für Bildung und Kultur Saarland (2017). Lehrplan Allgemeine Ethik. Gymnasium. Klassenstufe 7 und 8,"LP Saarland allgemeine Ethik Gym 7,8 2018.pdf"
Saarland,"Ethik, Philo",Gym,Sek2,2019,10835,Ministerium für Bildung und Kultur Saarland (2019). Lehrplan Allgemeine Ethik. Gymnasiale Oberstufe. Leistungskurs Hauptphase,LP Saarland allgemeine Ethik Gym Sek2 hauptphase LK 2019.pdf
Saarland,"Ethik, Philo",Gym,Sek2,2020,8801,Ministerium für Bildung und Kultur Saarland (2020). Lehrplan Allgemeine Ethik. Gymnasiale Oberstufe. Einführungsphase,LP Saarland allgemeine Ethik Gym Sek2 Einführung 2020.pdf
Saarland,"Ethik, Philo",Gym,Sek2,2024,7052,Ministerium für Bildung und Kultur Saarland (2024). Lehrplan Allgemeine Ethik. Gymnasiale Oberstufe. Grundkurs,LP Saarland allgemeine Ethik Gym Sek2 Hauptphase GK 2024.pdf
Saarland,"Ethik, Philo",Gym,,2018,3798,Ministerium für Bildung und Kultur Saarland (2018). Lehrplan Allgemeine Ethik. Gymnasium. ,LP Saarland allgemeine Ethik Vorwort Gym 2018.pdf
Saarland,Geschichte,Gym,6,2014,2536,Ministerium für Bildung und Kultur Saarland (2014). Lehrplan Geschichte. Gymnasium. Klassenstufe 6,LP Saarland Geschichte Gym 6 2014.pdf
Saarland,Geschichte,Gym,7,2014,2186,Ministerium für Bildung und Kultur Saarland (2014). Lehrplan Geschichte. Gymnasium. Klassenstufe 7,LP Saarland Geschichte Gym 7 2014.pdf
Saarland,Geschichte,Gym,8,2014,2412,Ministerium für Bildung und Kultur Saarland (2014). Lehrplan Geschichte. Gymnasium. Klassestufe 8,LP Saarland Geschichte Gym 8 2014.pdf
Saarland,Geschichte,Gym,9,2014,2371,Ministerium für Bildung und Kultur Saarland (2014). Lehrplan Geschichte. Gymnasium. Klassenstufe 9,LP Saarland Geschichte Gym 9 2014.pdf
Saarland,Geschichte,Gym,Sek1,2014,2295,Ministerium für Bildung und Kultur Saarland (2014). Lehrplan Geschichte. Gymnasium. ,LP Saarland Geschichte Gym Sek1 all. Teil 2014.pdf
Saarland,Geschichte,Gym,Sek2,2019,14309,Ministerium für Bildung und Kultur Saarland (2019). Lehrplan Geschichte. Gymnasiale Oberstufe. Leistungskurs Hauptphase ,LP Saarland Geschichte Gym Sek2 LK 2019.pdf
Saarland,Geschichte,Gym,Sek2,2023,5282,Ministerium für Bildung und Kultur Saarland (2023). Lehrplan Geschichte. Gymnasiale Oberstufe. Grundkurs Hauptphase ,LP Saarland Geschichte Gym Sek2 GK 2023.pdf
Saarland,Geschichte,Gym,Sek2,2016,5182,Ministerium für Bildung und Kultur Saarland (2016). Lehrplan Geschcihte. Gymnasiale Oberstufe. Einführungsphase ,LP Saarland Geschichte Gym Sek2 Einführung 2016.pdf
Saarland,Sozialkunde,Gemeinschaftsschule,"5,6",2014,4786,Ministerium für Bildung und Kultur Saarland (2014). Lehrplan Gesellschaftswissenschaft. Gemeinschaftsschule. Klassenstufe 5 und 6,"LP Saarland Gesellschaftswissenschaften Gemeinschaftsschule 5,6 2014.pdf"
Saarland,Sozialkunde,Gemeinschaftsschule,"7,8",2014,7391,Ministerium für Bildung und Kultur Saarland (2021). Lehrplan Gesellschaftswissenschaft. Gemeinschaftsschule. Klassestufe 7 und 8,"LP Saarland Gesellschaftswissenschaften Gemeinschaftsschule 7,8 2014.pdf"
Saarland,Sozialkunde,Gemeinschaftsschule,"9,10",2022,6571,Ministerium für Bildung und Kultur Saarland (2015). Lehrplan Sozialkunde. Gemeinschaftsschule. Klassenstufe 9 und 19,"LP Saarland Gesellschaftswissenschaften Gemeinschaftsschule 9,10 2022.pdf"
Saarland,Sozialkunde,Gemeinschaftsschule,"9,10",2015,4615,Ministerium für Bildung und Kultur Saarland (2022). Lehrplan Gesellschaftswissenschaft. Gemeinschaftsschule. Klassenstufe 9 und 20,"LP Saarland Sozialkunde Gemeinschaftsschule 9,10 2015.pdf"
Saarland,Sozialkunde,Gemeinschaftsschule,,2014,3797,Ministerium für Bildung und Kultur Saarland (2014). Lehrplan Gesellschaftswissenschaften. Gemeinschaftsschule.,LP Saarland Gesellschaftswissenschaften Gemeinschaftsschule allg. 2014.pdf
Saarland,Sozialkunde,Gym,Sek2,2023,9382,Ministerium für Bildung und Kultur Saarland (2023). Lehrplan Wirtschaftslehre. Gymnasiale Oberstufe. Leistungskurs,LP Saarland Wirtschaftslehre Gym Sek2 LK 2023.pdf
Saarland,Sozialkunde,Gym,Sek2,2019,8369,Ministerium für Bildung und Kultur Saarland (2019). Lehrplan Politik. Gymnasiale Oberstufe. Leistungskurs Hauptphase,LP Saarland Politik Gym Sek2 LK 2019.pdf
Saarland,Sozialkunde,Gym,Sek2,2019,6392,Ministerium für Bildung und Kultur Saarland (2019). Lehrplan Politik. Gymnasiale Oberstufe. Grundkurs,LP Saarland Politik Gym Sek2 GK 2019.pdf
Saarland,Sozialkunde,Gym,Sek2,2023,5290,Ministerium für Bildung und Kultur Saarland (2023). Lehrplan Wirtschaftslehre. Gymnasiale Oberstufe. Grundkurs,LP Saarland Wirtschaftslehre Gym Sek2 GK 2023.pdf
Saarland,Sozialkunde,Gym,Sek2,2023,3286,Ministerium für Bildung und Kultur Saarland (2023). Lehrplan Wirtschaftslehre. Gymnasiale Oberstufe. Einführungsphase ,LP Saarland Wirtschaftslehre Gym Sek2 Einführung 2023.pdf
Saarland,Sozialkunde,Gym,Sek2,2021,3178,Ministerium für Bildung und Kultur Saarland (2021). Lehrplan Sozialkunde. Gymnasiale Oberstufe. Einführungsphase ,LP Saarland Sozialkunde Gym Sek2 Einführung 2021.pdf
Sachsen,Bio,Gym,,2022,16062,Sächsisches Staatsministerium für Kultus (2022). Lehrplan Gymnasium. Biologie,LP Sachsen Bio Gym 2022.pdf
Sachsen,Bio,Oberschule,,2019,8903,"Sächsisches Staatsministerium für Kultus (2004, 2009, 2019). Lehrplan Oberschule. Biologie",LP Sachsen Bio Oberschule 2019.pdf
Sachsen,"Ethik, Philo",Gym,,2019,10180,"Sächsisches Staatsministerium für Kultus (2004, 2009, 2011, 2019). Lehrplan Gymnasium. Ethik",LP Sachsen Ethik Gym 2019.pdf
Sachsen,"Ethik, Philo",Gym,,2019,5134,"Sächsisches Staatsministerium für Kultus (2005, 2019). Lehrplan Gymnasium.Philosophie",LP Sachsen Philosophie Gym 2019.pdf
Sachsen,"Ethik, Philo",Oberschule,,2019,9060,"Sächsisches Staatsministerium für Kultus (2004, 2009, 2019). Lehrplan Oberschule. Ethik",LP Sachsen Ethik Oberschule 2019.pdf
Sachsen,Geschichte,Gym,,2019,17002,"Sächsisches Staatsministerium für Kultus (2004, 2007, 2009, 2011, 2019). Lehrplan Gymnasium. Geschichte",LP Sachsen Geschichte Gym 2019.pdf
Sachsen,Geschichte,Oberschule,,2019,8659,"Sächsisches Staatsministerium für Kultus (2004, 2009, 2019). Lehrplan Oberschule. Geschichte",LP Sachsen Geschichte Oberschule 2019.pdf
Sachsen,Sozialkunde,Gym,,2019,10527,Sächsisches Staatsministerium für Kultus (2019). Lehrplan Gymnasium. Gemeinschaftskunde/ Rechtserziehung/ Wirtschaft,LP Sachsen Gemeinschaftskunde Recht Wirtschaft Gym 2019.pdf
Sachsen,Sozialkunde,Oberschule,,2019,5640,Sächsisches Staatsministerium für Kultus (2019). Lehrplan Oberschule. Gemeinschaftskunde/ Rechtserziehung,LP Sachsen Gemeinschaftskunde Rechtserziehung Oberschule 2019.pdf
Sachsen-Anhalt,Bio,Gym,,2022,16583,Ministerium für Bildung des Landes Sachsen-Anhalt (2022). Fachlehrplan Gymnasium. Biologie,LP Sachsen-Anhalt Bio Gym 2022.pdf
Sachsen-Anhalt,Bio,,Sek1,2019,4469,Ministerium für Bildung des Landes Sachsen-Anhalt (2019). Fachlehrplan Sekundarschule. Biologie,LP Sachsen-Anhalt Bio Sek1 2019.pdf
Sachsen-Anhalt,"Ethik, Philo",Gym,,2022,7152,Ministerium für Bildung des Landes Sachsen-Anhalt (2022). Fachlehrplan Gymnasium. Ethikunterricht,LP Sachsen-Anhalt Ethik Gym 2022.pdf
Sachsen-Anhalt,"Ethik, Philo",,,2019,5232,Ministerium für Bildung des Landes Sachsen-Anhalt (2019). Fachlehrplan Sekundarschule. Ethikunterricht,LP Sachsen-Anhalt Ethik 2019.pdf
Sachsen-Anhalt,Geschichte,Gym,,2022,11788,Ministerium für Bildung des Landes Sachsen-Anhalt (2022). Fachlehrplan Gymnasium. Geschichte,LP Sachsen-Anhalt Geschichte Gym 2022.pdf
Sachsen-Anhalt,Geschichte,Sekundarschule,,2019,5520,Ministerium für Bildung des Landes Sachsen-Anhalt (2019). Fachlehrplan Sekundarschule. Geschichte,LP Sachsen-Anhalt Geschichte Sekundarschule 2019.pdf
Sachsen-Anhalt,Psychologie,Gym,,2024,6850,Ministerium für Bildung des Landes Sachsen-Anhalt (2024). Fachlehrplan Gymnasium. Psychologie,LP Sachsen-Anhalt Psychologie Gym 2024.pdf
Sachsen-Anhalt,Sozialkunde,Gym,,2022,7472,Ministerium für Bildung des Landes Sachsen-Anhalt (2022). Fachlehrplan Gymnasium. Sozialkunde,LP Sachsen-Anhalt Sozialkunde Gym 2022.pdf
Sachsen-Anhalt,Sozialkunde,Gym,,2017,5032,Ministerium für Bildung des Landes Sachsen-Anhalt (2017). Fachlehrplan Gymnasium. Wirtschaftslehre,LP Sachsen-Anhalt Wirtschaftslehre Gym 2017.pdf
Sachsen-Anhalt,Sozialkunde,Sekundarschule,,2019,5241,Ministerium für Bildung des Landes Sachsen-Anhalt (2019). Fachlehrplan Sekundarschule. Wirtschaft,LP Sachsen-Anhalt Wirtschaft Sekundarschule 2019.pdf
Sachsen-Anhalt,Sozialkunde,Sekundarschule,,2019,4319,Ministerium für Bildung des Landes Sachsen-Anhalt (2019). Fachlehrplan Sekundarschule. Sozialkunde,LP Sachsen-Anhalt Sozialkunde Sekundarschule 2019.pdf
Schleswig-Holstein,Bio,,Sek1,2019,21794,"Ministerium für Schule und Berufsbildung des Landes Schleswig-Holstein (2019). Allgemein bildende Schulen Sek. 1/ 2, Fachanforderungen Biologie","LP Schleswig-Holstein Bio Sek1,2 2019.pdf"
Schleswig-Holstein,Bio,,,2017,21931,Ministerium für Schule und Berufsbildung des Landes Schleswig-Holstein (2017). Leitfaden zu den Fachanforderungen Biologie. Allgemein bildende Schulen Sekundarstufe I - Gymnasien Sekundarstufe II,LP Schleswig-Holstein Bio Leitfaden.pdf
Schleswig-Holstein,"Ethik, Philo",,,2016,25312,Ministerium für Schule und Berufsbildung des Landes Schleswig-Holstein (2017). Fachanforderungen Philosophie. Allgemein bildende Schulen Sekundarstufe I - Gymnasien Sekundarstufe II,LP Schleswig-Holstein Philosophie 2016.pdf
Schleswig-Holstein,Geschichte,,Sek1,2016,11976,Ministerium für Schule und Berufsbildung des Landes Schleswig-Holstein (2016). Fachanforderungen Geschichte. Allgemein bildende Schulen Sekundarstufe I - Gymnasien Sekundarstufe II,LP Schleswig-Holstein Geschichte Sek1 Sek2 2016.pdf
Schleswig-Holstein,Sozialkunde,,Sekundarstufe,2016,14069,Ministerium für Schule und Berufsbildung des Landes Schleswig-Holstein (2016). Fachanforderungen Wirtschaft/ Politik. Allgemein bildende Schulen Sekundarstufe I - Gymnasien Sekundarstufe II,LP Schleswig-Holstein Wirtschaft Politik Sekundarstufe 2016.pdf
Thüringen,Bio,Gym,"5,6",2015,5070,"Thüringer Ministerium für Bildung, Jugend und Sport (2015). Lehrplan für den Erwerb der allgemeinen Hochschulreife. Mensch-Natur-Technik","LP Thüringen MNT Gym 5,6 2015.pdf"
Thüringen,Bio,Gym,,2024,14415,"Thüringer Ministerium für Bildung, Jugend und Sport (2024). Lehrplan für den Erwerb der allgemeinen Hochschulreife. Biologie",LP Thüringen Bio Gym 2024.pdf
Thüringen,Bio,Regelschule,"5,6",2015,4779,"Thüringer Ministerium für Bildung, Jugend und Sport (2015). Lehrplan für den Erwerb des Haupt- und Realschulabschlusses. Mensch-Natur-Technik","LP Thüringen MNT Regelschule 5,6 2015.pdf"
Thüringen,Bio,Regelschule,,2024,7745,"Thüringer Ministerium für Bildung, Jugend und Sport (2024). Lehrplan für den Erwerb des Haupt- und Realschulabschlusses. Biologie",LP Thüringen Bio Regelschule 2024.pdf
Thüringen,"Ethik, Philo",Gym,,2012,8582,"Thüringer Ministerium für Bildung, Jugend und Sport (2012). Lehrplan für den Erwerb der allgemeinen Hochschulreife. Ethik",LP Thüringen Ethik Gym 2012.pdf
Thüringen,"Ethik, Philo",Regelschule,,2012,5802,"Thüringer Ministerium für Bildung, Jugend und Sport (2012). Lehrplan für den Erwerb des Haupt- und Realschulabschlusses. Ethik",LP Thüringen Ethik Regelschule 2012.pdf
Thüringen,Geschichte,Gym,,2021,12177,"Thüringer Ministerium für Bildung, Jugend und Sport (2021). Lehrplan für den Erwerb der allgemeinen Hochschulreife. Geschichte",LP Thüringen Geschichte Gym 2021.pdf
Thüringen,Geschichte,Regelschule,,2012,8376,"Thüringer Ministerium für Bildung, Jugend und Sport (2012). Lehrplan für den Erwerb des Haupt- und Realschulabschlusses. Geschichte",LP Thüringen Geschichte Regelschule 2012.pdf
Thüringen,Sozialkunde,Gym,,2012,7206,"Thüringer Ministerium für Bildung, Jugend und Sport (2012). Lehrplan für den Erwerb der allgemeinen Hochschulreife. Wirtschaft/ Recht",LP Thüringen Wirtschaft Recht Gym 2012.pdf
Thüringen,Sozialkunde,Gym,,2012,6914,"Thüringer Ministerium für Bildung, Jugend und Sport (2012). Lehrplan für den Erwerb der allgemeinen Hochschulreife. Sozialkunde",LP Thüringen Sozialkunde Gym 2012.pdf
Thüringen,Sozialkunde,Regelschule,,2012,5831,"Thüringer Ministerium für Bildung, Jugend und Sport (2012). Lehrplan für den Erwerb des Haupt- und Realschulabschlusses. Wirtschaft-Recht-Technik",LP Thüringen Wirtschaft Recht Technik Regelschule 2012.pdf
Thüringen,Sozialkunde,Regelschule,,2012,5102,"Thüringer Ministerium für Bildung, Jugend und Sport (2012). Lehrplan für den Erwerb des Haupt- und Realschulabschlusses. Sozialwesen",LP Thüringen Sozialwesen Regelschule 2012.pdf
Thüringen,Sozialkunde,Regelschule,,2013,4811,"Thüringer Ministerium für Bildung, Jugend und Sport (2012). Lehrplan für den Erwerb des Haupt- und Realschulabschlusses. Sozialkunde",LP Thüringen Sozialkunde Regelschule 2013.pdf
Thüringen,Sozialkunde,Regelschule,,2012,4760,"Thüringer Ministerium für Bildung, Jugend und Sport (2012). Lehrplan für den Erwerb des Haupt- und Realschulabschlusses. Wirtschaft-Umwelt-Europa",LP Thüringen Wirtschaft Umwelt Europa Regelschule 2012.pdf
