term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15
prüfen,40,0.0003,0.0002,0.0002,0.0242,0.0002,0.0219,0.001,0.0001,0.0002,0.0002,0.0174,0.0168,0.0001,0.0001,0.0013
historisch,39,0.0003,0.0657,0.0214,0.0003,0.0002,0.0003,0.0011,0.0001,0.0086,0.0002,0.0041,0.0001,0.0001,0.0027,0.0012
mobbing,39,0.0003,0.0002,0.013,0.0002,0.0002,0.0003,0.0011,0.0001,0.0036,0.0073,0.0003,0.0001,0.0243,0.0081,0.0016
konflikt,38,0.0003,0.0002,0.0135,0.0002,0.0003,0.0003,0.0011,0.0002,0.0059,0.0002,0.0032,0.0001,0.0117,0.0117,0.0012
geschichte,36,0.0003,0.0065,0.0002,0.0308,0.0002,0.0003,0.001,0.0104,0.0002,0.0303,0.0003,0.0001,0.0001,0.0025,0.0012
kultur,36,0.0003,0.003,0.0002,0.0002,0.0002,0.0198,0.0011,0.0001,0.0185,0.0002,0.0003,0.0001,0.0001,0.0152,0.0012
verschieden,35,0.017,0.003,0.0002,0.0002,0.0002,0.0003,0.001,0.0001,0.0002,0.0049,0.0003,0.0001,0.0108,0.0101,0.0012
diskriminierung,34,0.0003,0.0002,0.0002,0.0002,0.0099,0.0003,0.0011,0.0002,0.0112,0.0002,0.0176,0.0001,0.0148,0.0054,0.0012
leben,34,0.0003,0.0002,0.01,0.0002,0.0179,0.0158,0.001,0.0001,0.0002,0.0039,0.0144,0.0001,0.0001,0.0061,0.0013
zusammenhang,33,0.0032,0.0242,0.0002,0.0002,0.0002,0.0003,0.001,0.0005,0.0002,0.0002,0.0003,0.0128,0.0001,0.0051,0.0012
wert,32,0.0003,0.0002,0.0101,0.0002,0.0377,0.0003,0.0011,0.0001,0.0002,0.0002,0.0175,0.0002,0.0001,0.0002,0.0012
zusammenleben,32,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.001,0.0397,0.0002,0.0003,0.0001,0.0105,0.0091,0.0012
handeln,31,0.0097,0.0002,0.0004,0.0002,0.0344,0.0003,0.0011,0.0001,0.0002,0.0025,0.0003,0.0001,0.0001,0.0158,0.0012
umgang,31,0.0003,0.0002,0.0003,0.0181,0.0063,0.0037,0.0011,0.0001,0.0002,0.0002,0.0132,0.0031,0.0001,0.0182,0.0012
beziehen,30,0.0003,0.02,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0289,0.0001,0.0012
gewalt,30,0.0003,0.0002,0.0094,0.0002,0.0002,0.0003,0.0011,0.0001,0.0202,0.0002,0.0003,0.0001,0.0129,0.0041,0.0012
bne,29,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0427,0.0085,0.0001,0.006,0.0012
gesellschaftlich,29,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0275,0.0002,0.0002,0.0003,0.0023,0.0001,0.0243,0.0012
religion,29,0.0003,0.0002,0.0002,0.0002,0.0003,0.0003,0.0249,0.0001,0.0353,0.0003,0.0003,0.0008,0.0015,0.0071,0.0012
begründet,28,0.0003,0.02,0.0002,0.0003,0.0115,0.0253,0.0011,0.0001,0.0002,0.0108,0.0003,0.0001,0.0001,0.0001,0.0012
rolle,28,0.0004,0.0002,0.0089,0.0002,0.0002,0.0003,0.001,0.0001,0.0002,0.0002,0.0003,0.0132,0.0001,0.0047,0.062
typisch,28,0.0003,0.0002,0.0194,0.0149,0.0002,0.0003,0.0011,0.034,0.0002,0.0002,0.0003,0.0024,0.0001,0.0001,0.0012
begründen,26,0.0079,0.0157,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0019,0.0168,0.0143,0.0021,0.0002,0.0001,0.0012
ethik,26,0.0003,0.0002,0.0154,0.0002,0.0238,0.0003,0.0011,0.0001,0.0002,0.0002,0.0118,0.0001,0.0001,0.0001,0.0012
gegenwart,26,0.0003,0.0345,0.0065,0.0003,0.0002,0.0003,0.0011,0.0001,0.0086,0.013,0.0003,0.0001,0.0001,0.0001,0.0012
herkunft,26,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0343,0.0001,0.0012
wertvorstellung,26,0.0003,0.0287,0.0002,0.0002,0.0002,0.0003,0.0219,0.0001,0.009,0.0002,0.0003,0.0001,0.0088,0.0004,0.0012
einstellung,25,0.0003,0.0336,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0038,0.0002,0.001,0.0001,0.0001,0.0055,0.0012
europa,25,0.0003,0.0002,0.0307,0.0002,0.0002,0.0003,0.001,0.0053,0.0335,0.0056,0.0003,0.0127,0.0001,0.0001,0.0012
identifizieren,25,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0097,0.0003,0.0139,0.0001,0.0055,0.0012
sexualität,25,0.0003,0.0002,0.0404,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0012
abbau,24,0.0003,0.0002,0.0002,0.0002,0.0002,0.0167,0.001,0.0001,0.0002,0.0125,0.0003,0.0001,0.0001,0.0178,0.0014
erfahrung,24,0.0029,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0044,0.0003,0.0174,0.0001,0.0019,0.0012
imperialismus,24,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.047,0.0085,0.0001,0.0001,0.0012
bedeutung,22,0.0106,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0044,0.0003,0.0217,0.0001,0.0079,0.0012
fremdheit,22,0.0003,0.0002,0.0003,0.0002,0.0002,0.0003,0.0011,0.0001,0.0169,0.0002,0.0003,0.0148,0.0001,0.0007,0.0012
gefühl,22,0.0058,0.0002,0.0002,0.048,0.0002,0.0003,0.001,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0013
respekt,22,0.0003,0.0002,0.0002,0.0002,0.0419,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0012
welt,22,0.0067,0.0002,0.0002,0.0002,0.0002,0.0133,0.001,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0202,0.0012
hinterfragen,21,0.0003,0.0358,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0185,0.0001,0.0001,0.0001,0.0012
intoleranz,21,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0002,0.0019,0.0002,0.0003,0.0001,0.0262,0.0001,0.0012
norm,21,0.0003,0.0002,0.0067,0.0002,0.0271,0.0003,0.001,0.0001,0.0002,0.0002,0.0003,0.003,0.0001,0.0001,0.0012
denken,20,0.0003,0.0002,0.0002,0.0002,0.0011,0.0003,0.0011,0.0354,0.0002,0.0002,0.0032,0.0067,0.0038,0.0001,0.0012
fremde,20,0.0003,0.0002,0.0002,0.0242,0.0002,0.0066,0.001,0.0001,0.0035,0.0108,0.0003,0.0001,0.0001,0.0001,0.002
geschlechterrolle,20,0.0003,0.0002,0.0065,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0212,0.0001,0.0012
liebe,20,0.0003,0.0002,0.0307,0.0002,0.0002,0.0036,0.001,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0012
menschenrecht,20,0.0003,0.0002,0.0097,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0409,0.0001,0.0001,0.0001,0.0012
politisch,20,0.0488,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0265,0.0002,0.0002,0.0003,0.0077,0.0001,0.0043,0.0012
weltkrieg,20,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.001,0.0001,0.0002,0.0002,0.0012,0.0432,0.0001,0.0001,0.0012
wissen,19,0.0003,0.0002,0.0002,0.0002,0.0021,0.0003,0.001,0.0001,0.0002,0.0278,0.0003,0.0011,0.0002,0.003,0.0012
erörtern,18,0.0006,0.0002,0.0002,0.0086,0.0002,0.0003,0.001,0.0001,0.0103,0.0225,0.0003,0.0001,0.0001,0.0001,0.0012
ethnisch,18,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0039,0.0003,0.0001,0.0212,0.0001,0.0012
frage,18,0.0007,0.0002,0.0002,0.0002,0.0057,0.0003,0.0278,0.0001,0.0126,0.0019,0.0003,0.0012,0.0001,0.0041,0.0012
friedlich,18,0.0003,0.0002,0.0002,0.0051,0.012,0.0003,0.0011,0.0003,0.0002,0.0002,0.006,0.0005,0.0001,0.0041,0.0012
gruppe,18,0.0178,0.0003,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0268,0.0012
hinblick,18,0.0003,0.0003,0.0002,0.0002,0.0002,0.0003,0.0011,0.0518,0.0002,0.0002,0.0003,0.0054,0.0001,0.0001,0.0012
inhalt,18,0.003,0.0002,0.0126,0.0002,0.0002,0.0003,0.0011,0.0001,0.0183,0.0002,0.0173,0.0001,0.0001,0.0047,0.0012
inklusion,18,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0179,0.0001,0.0001,0.0012
migration,18,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0103,0.0002,0.0003,0.0001,0.0161,0.0001,0.0012
problem,18,0.0073,0.0002,0.0002,0.0002,0.0042,0.0003,0.0272,0.0001,0.0159,0.0002,0.0003,0.0001,0.0001,0.0035,0.0012
solidarität,18,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0169,0.0001,0.0001,0.0131
verstehen,18,0.0178,0.0002,0.0002,0.0002,0.0059,0.0036,0.001,0.0007,0.0002,0.0072,0.0091,0.0001,0.0003,0.0001,0.0012
bewusst,17,0.0101,0.0002,0.0002,0.0002,0.0002,0.0003,0.0228,0.0001,0.002,0.0049,0.0159,0.0001,0.0004,0.0034,0.0012
frieden,17,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.001,0.0001,0.0002,0.0002,0.0497,0.0001,0.0001,0.0001,0.0012
gesellschaft,17,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0008,0.0357,0.0002,0.0003,0.0075,0.0001,0.0066,0.0012
auseinandersetzung,16,0.0005,0.0002,0.012,0.0002,0.0004,0.0003,0.0469,0.0001,0.0002,0.0002,0.0144,0.0001,0.0001,0.0062,0.0012
aussehen,16,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.001,0.0001,0.0002,0.0002,0.0003,0.0001,0.0212,0.0001,0.0012
begriff,16,0.0003,0.0002,0.0002,0.0126,0.0042,0.0219,0.0011,0.0001,0.0002,0.0002,0.0003,0.0022,0.0001,0.0001,0.0013
eigenschaft,16,0.0003,0.0002,0.0081,0.0214,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0013,0.0013
entstehung,16,0.0136,0.0002,0.0002,0.0002,0.0002,0.0126,0.001,0.0001,0.0002,0.0195,0.0003,0.0001,0.0001,0.0001,0.0013
fremd,16,0.032,0.0002,0.0002,0.0094,0.0002,0.0003,0.0011,0.0005,0.0002,0.0002,0.0003,0.0001,0.0001,0.0003,0.0012
lebensalter,16,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0212,0.0001,0.0012
lernen,16,0.0031,0.0002,0.0002,0.0002,0.0002,0.0098,0.0223,0.0001,0.0002,0.0177,0.0003,0.0001,0.0001,0.0001,0.0012
religionszugehörigkeit,16,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0212,0.0001,0.0012
unkenntnis,16,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0212,0.0001,0.0012
deutschland,15,0.0003,0.0002,0.0002,0.0052,0.0002,0.0003,0.001,0.0058,0.0002,0.013,0.006,0.0002,0.0001,0.0009,0.0012
deutungsmuster,15,0.0003,0.0365,0.0002,0.0002,0.0002,0.0003,0.0011,0.0002,0.0002,0.0002,0.001,0.0001,0.0001,0.0001,0.0012
erkenntnis,15,0.0061,0.0002,0.0002,0.0002,0.0003,0.0042,0.0011,0.0231,0.0002,0.009,0.0003,0.0002,0.0001,0.0001,0.0012
gängig,15,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.001,0.0001,0.0002,0.0002,0.0003,0.0001,0.0199,0.0001,0.0012
hilfe,15,0.0003,0.0201,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0108,0.0003,0.0001,0.0002,0.0001,0.0131
moralisch,15,0.0003,0.0002,0.0002,0.0002,0.0245,0.0003,0.022,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0012
nennen,15,0.0003,0.0002,0.0002,0.0359,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0013
verhalten,15,0.0003,0.0002,0.0036,0.0002,0.0002,0.0068,0.001,0.0001,0.0143,0.0002,0.0003,0.0001,0.0001,0.0062,0.0012
werteorientierung,15,0.0003,0.0002,0.0002,0.0002,0.0002,0.0391,0.0011,0.0001,0.0002,0.0043,0.0003,0.0001,0.0001,0.0001,0.0019
andersheit,14,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0139,0.0001,0.0001,0.0012
auswirkung,14,0.0003,0.0176,0.0002,0.0002,0.0002,0.0004,0.0325,0.0001,0.0002,0.0002,0.0003,0.0042,0.0001,0.0001,0.0012
grund,14,0.0003,0.0002,0.0002,0.0192,0.0002,0.0003,0.001,0.0001,0.0002,0.0108,0.0003,0.0001,0.0001,0.0001,0.0013
ideologisch,14,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.034,0.0002,0.0002,0.0003,0.0061,0.0001,0.0025,0.0012
minderheit,14,0.0003,0.0002,0.0002,0.0052,0.0002,0.0003,0.0011,0.0001,0.0222,0.0076,0.0003,0.0001,0.0001,0.0062,0.0012
rollenspiel,14,0.0003,0.0002,0.0002,0.02,0.0047,0.0104,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0013
sucht,14,0.013,0.0002,0.0081,0.0002,0.0002,0.0003,0.001,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0137,0.0012
vernetzung,14,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0179,0.0083,0.0001,0.0001,0.0012
veränderung,14,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0255,0.0038,0.0002,0.0003,0.0011,0.0001,0.0053,0.0012
wahrheit,14,0.003,0.0002,0.0002,0.0002,0.0152,0.0003,0.001,0.0001,0.0002,0.0002,0.0144,0.0001,0.0001,0.0001,0.0012
angst,13,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0234,0.0003,0.0001,0.0001,0.0001,0.0012
bürgerrecht,13,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0222,0.0002,0.0003,0.0079,0.0001,0.0003,0.0012
entscheidung,13,0.0003,0.0002,0.0002,0.0002,0.0002,0.025,0.0011,0.0001,0.0002,0.0002,0.0091,0.0022,0.0001,0.0001,0.0012
fähigkeit,13,0.0003,0.0002,0.0002,0.0002,0.004,0.0003,0.0011,0.0001,0.0002,0.0019,0.0286,0.0001,0.0001,0.0001,0.0012
grundrecht,13,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0351,0.0001,0.0029,0.0012
kontext,13,0.0059,0.0027,0.0002,0.0002,0.0002,0.0222,0.0011,0.0001,0.0002,0.0002,0.0091,0.0001,0.0001,0.0001,0.0012
miteinander,13,0.0003,0.0002,0.0002,0.0002,0.0148,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0053,0.0001,0.0001,0.0012
perspektive,13,0.0248,0.0002,0.0002,0.0002,0.0002,0.0099,0.0011,0.0001,0.0102,0.0002,0.0034,0.0001,0.0001,0.0001,0.0256
rassismus,13,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.001,0.0347,0.0002,0.0019,0.0003,0.0034,0.0001,0.0002,0.0012
selbstbestimmung,13,0.0003,0.0002,0.0209,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0012
sexuell,13,0.0003,0.0002,0.0273,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0012
temperament,13,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0173,0.0001,0.0012
theorie,13,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0316,0.0002,0.0002,0.0003,0.0044,0.0001,0.0001,0.0012
wertmaßstäbe,13,0.0003,0.0317,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.001,0.0001,0.0001,0.0001,0.0012
diskussion,12,0.0003,0.0002,0.0002,0.0051,0.0137,0.0003,0.0011,0.0001,0.0002,0.0002,0.0091,0.0001,0.0001,0.0001,0.0012
entwickeln,12,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.001,0.0001,0.0002,0.0211,0.0003,0.0001,0.0001,0.0003,0.0012
ethisch,12,0.0083,0.0003,0.0002,0.0002,0.0002,0.0003,0.0878,0.0001,0.0002,0.0002,0.0003,0.0001,0.0005,0.0004,0.0012
freiheit,12,0.0059,0.0002,0.0049,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0091,0.0021,0.0001,0.0001,0.0256
geschichtsunterricht,12,0.0003,0.0292,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0011,0.0001,0.0001,0.0001,0.0012
haltungen,12,0.0003,0.0292,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0011,0.0001,0.0001,0.0001,0.0012
jude,12,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0086,0.0268,0.0003,0.0001,0.0001,0.0001,0.0012
klassenstuf,12,0.0296,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0019,0.0001,0.0012
medial,12,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.001,0.0002,0.0002,0.0055,0.0003,0.0001,0.0001,0.0228,0.0012
negativ,12,0.0003,0.0002,0.0002,0.0192,0.0002,0.0068,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0013,0.0013
weg,12,0.0003,0.0002,0.0002,0.0002,0.0128,0.0003,0.001,0.0001,0.0002,0.0002,0.0003,0.0001,0.0028,0.0086,0.0012
weltanschauung,12,0.0003,0.0002,0.0172,0.0002,0.0002,0.0003,0.0011,0.0001,0.0091,0.0002,0.0003,0.0001,0.0001,0.0001,0.0012
bedürfnis,11,0.0308,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0012
benennen,11,0.0378,0.0002,0.0002,0.0002,0.0061,0.0003,0.001,0.0001,0.0002,0.0002,0.0062,0.0001,0.0001,0.0002,0.0012
bild,11,0.0055,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0076,0.0001,0.0142,0.0012
effekt,11,0.0183,0.0002,0.0002,0.0051,0.0002,0.0066,0.001,0.0001,0.0002,0.0002,0.0003,0.0001,0.0009,0.0001,0.0012
etc,11,0.0003,0.0002,0.0033,0.0145,0.0002,0.0003,0.0011,0.0001,0.0186,0.0002,0.0003,0.0001,0.0001,0.0001,0.0012
gegenseitig,11,0.0003,0.0002,0.0002,0.0214,0.0042,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0013
identität,11,0.0005,0.0002,0.005,0.0002,0.0002,0.0003,0.0011,0.0001,0.0271,0.0002,0.0003,0.0001,0.0001,0.0001,0.0012
konvention,11,0.0003,0.0002,0.0175,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0012
natur,11,0.0003,0.005,0.0018,0.0002,0.0002,0.0229,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0028,0.0012
orientierungskompetenz,11,0.0003,0.0223,0.0156,0.0003,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0012
persönlich,11,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.001,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0131,0.0012
politik,11,0.0003,0.0002,0.0002,0.0077,0.0002,0.0003,0.0011,0.0001,0.0137,0.0057,0.0003,0.0001,0.0001,0.0007,0.0012
schutzfunktion,11,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0198,0.0003,0.0001,0.0001,0.0001,0.0012
unterscheidung,11,0.0003,0.0002,0.0002,0.0002,0.0041,0.0219,0.001,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0257
wirtschaftlich,11,0.0271,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.035,0.0002,0.0002,0.0003,0.0002,0.0001,0.0001,0.0012
anwenden,10,0.0003,0.0051,0.0002,0.0003,0.0139,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0005,0.0012
beitrag,10,0.0061,0.0002,0.0002,0.0002,0.0002,0.0068,0.001,0.0001,0.0002,0.0002,0.0155,0.0001,0.0001,0.0005,0.0012
ermitteln,10,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0426,0.0002,0.0002,0.0003,0.0002,0.0001,0.0001,0.0012
gegenwärtig,10,0.0003,0.0249,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0012
kennenlernen,10,0.0061,0.0002,0.0002,0.0192,0.0002,0.0003,0.001,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0013
lernbereich,10,0.0194,0.0002,0.0002,0.0002,0.0002,0.0095,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0013
nationalsozialismus,10,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0331,0.0001,0.0001,0.0012
phänomen,10,0.0003,0.0002,0.0003,0.0002,0.0002,0.0068,0.001,0.0001,0.0002,0.0002,0.0164,0.0001,0.0001,0.0015,0.0012
positiv,10,0.0003,0.0002,0.0002,0.0241,0.0003,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0013
schuljahrgänge,10,0.0003,0.0002,0.0161,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0012
setzen,10,0.0003,0.0002,0.0208,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.005,0.0012
wissenschaftlich,10,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0326,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0012
abhängigkeit,9,0.0087,0.0002,0.0002,0.0002,0.0002,0.0036,0.001,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.014,0.0012
demokratie,9,0.003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0348,0.0001,0.0001,0.0012
einbringen,9,0.0003,0.0224,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0012
ereignis,9,0.0003,0.0224,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0012
erweitern,9,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0261,0.0001,0.0001,0.0001,0.0012
friedensstrategien,9,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0266,0.0002,0.0001,0.0001,0.0012
früh,9,0.0003,0.0224,0.0002,0.0002,0.0002,0.0003,0.0011,0.0001,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0012
