term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
wert,364,0.0008,0.0027,0.0025,0.0,0.0101,0.0,0.0005
beispiel,353,0.0069,0.0009,0.0083,0.0,0.0,0.0,0.0
ethisch,346,0.0,0.0038,0.002,0.0,0.0102,0.0,0.0
ökosystem,330,0.0,0.0,0.0129,0.0,0.0,0.0,0.0
wesen,328,0.0,0.0107,0.0,0.0,0.0037,0.0038,0.001
fach,322,0.0,0.0019,0.0,0.0003,0.0008,0.0,0.0122
lernen,322,0.0,0.0,0.0,0.0,0.0014,0.0028,0.0101
thema,317,0.0001,0.0109,0.0007,0.0019,0.0001,0.0074,0.0
perspektive,312,0.0,0.0,0.0008,0.0,0.0,0.0,0.0119
grundlegend,310,0.0019,0.0045,0.0031,0.0028,0.0,0.0059,0.0
folge,299,0.0,0.0,0.0047,0.0087,0.0015,0.0006,0.0002
auswirkung,298,0.0,0.0,0.0048,0.0118,0.0,0.0,0.0
wissen,286,0.0008,0.0079,0.0015,0.0,0.0015,0.0005,0.0034
veränderung,279,0.0109,0.0,0.0,0.0,0.0,0.0,0.0048
sinn,278,0.0,0.0031,0.0012,0.0012,0.0072,0.0,0.0011
denken,277,0.0,0.0075,0.0,0.0,0.0,0.0,0.0068
fähigkeit,273,0.0,0.0016,0.0002,0.0,0.0016,0.0,0.009
nachhaltig,273,0.0,0.0,0.0074,0.0052,0.0,0.0,0.0
religion,268,0.0017,0.0161,0.0,0.0,0.0006,0.0,0.0
ziel,254,0.0,0.0066,0.0,0.0,0.0028,0.0,0.0044
kommunikation,252,0.0018,0.0,0.0078,0.0,0.0,0.0013,0.0
verhältnis,251,0.0,0.0,0.0037,0.0,0.0,0.0084,0.0
lernende,250,0.0,0.0,0.0001,0.0,0.0,0.0,0.0107
philosophisch,246,0.0,0.0047,0.0,0.0,0.0024,0.0062,0.0006
system,246,0.0017,0.0,0.0068,0.003,0.0001,0.0,0.0
biologisch,245,0.0,0.0,0.008,0.0,0.0,0.0022,0.0001
lernbereich,244,0.0046,0.0089,0.0014,0.0,0.0,0.001,0.0
religiös,240,0.0004,0.0081,0.0,0.0,0.0038,0.0,0.0011
erkenntnis,239,0.0,0.0056,0.0016,0.0,0.0,0.008,0.0
lebewesen,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0102
revolution,234,0.0,0.0,0.0,0.0161,0.0,0.0,0.0
nutzen,223,0.0,0.0,0.0071,0.0023,0.0,0.0,0.0
medium,223,0.0,0.0,0.008,0.0,0.0,0.0,0.0
ausgewählt,222,0.0004,0.0,0.0068,0.0,0.0,0.0021,0.0
moralisch,217,0.0,0.0009,0.0004,0.0,0.0082,0.0,0.0
wirtschaftlich,212,0.0,0.0,0.0,0.003,0.0,0.0,0.0076
modern,211,0.0082,0.0,0.001,0.0005,0.0006,0.0022,0.0
organismus,208,0.0,0.0,0.0,0.0,0.0,0.0141,0.0
gegenwart,202,0.0,0.0,0.0,0.0,0.0,0.0073,0.0036
stehen,201,0.0,0.0009,0.0001,0.0,0.007,0.0021,0.0
basiskonzept,192,0.009,0.0,0.0,0.0009,0.0,0.0,0.002
erfahrung,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0075
unterricht,189,0.0,0.0044,0.0,0.0,0.0,0.0087,0.0
position,183,0.0,0.0,0.0013,0.0,0.0,0.0086,0.0
inhaltsfeld,183,0.0,0.0,0.0006,0.0,0.0068,0.0012,0.0
ökologisch,181,0.0,0.0,0.0,0.0091,0.0012,0.0022,0.0
philosophie,167,0.0,0.0018,0.0,0.0,0.0002,0.0079,0.0
entstehung,167,0.0088,0.0,0.0,0.0016,0.0,0.0006,0.0
sprache,164,0.0,0.0069,0.0008,0.0,0.0,0.0006,0.0015
selbstverständnis,160,0.0,0.0,0.0,0.0,0.007,0.0,0.0
entscheidung,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0066
anthropologie,152,0.0,0.0,0.0,0.0,0.0007,0.0078,0.0
gott,150,0.0004,0.0103,0.0,0.0,0.0,0.0,0.0
menschenbild,150,0.0,0.0077,0.0,0.0,0.0013,0.0007,0.0
technisch,150,0.0,0.0,0.0006,0.0069,0.0,0.0021,0.0
themenbereich,148,0.0,0.0107,0.0,0.0,0.0,0.0,0.0
orientierung,146,0.0,0.0,0.0,0.0,0.0067,0.0,0.0
darstellung,145,0.0074,0.0,0.0,0.0006,0.0,0.001,0.0
ursache,143,0.0,0.0,0.0,0.01,0.0,0.0,0.0
erde,136,0.0,0.0,0.0,0.0095,0.0,0.0,0.0
lebenswelt,135,0.0,0.0,0.0,0.0088,0.0,0.0,0.0
bürgerrecht,128,0.0,0.0,0.0,0.0076,0.0008,0.0,0.0
zelle,127,0.0084,0.0,0.0,0.0,0.0,0.0,0.0
politik,122,0.0,0.0,0.0,0.0,0.0,0.0086,0.0
phänomen,116,0.0059,0.0017,0.0,0.0,0.0,0.0,0.0
wahlbereich,115,0.0,0.0089,0.0,0.0,0.0,0.0,0.0
herrschaft,113,0.0,0.0,0.0,0.0072,0.0,0.0004,0.0
deutschland,112,0.0,0.0,0.0,0.0079,0.0,0.0,0.0
stammbaum,111,0.0074,0.0,0.0,0.0,0.0,0.0,0.0
bau,108,0.0071,0.0,0.0,0.0,0.0,0.0,0.0
genetisch,108,0.0071,0.0,0.0,0.0,0.0,0.0,0.0
europa,107,0.0,0.0,0.0,0.0077,0.0,0.0,0.0
modell,105,0.0,0.0,0.0,0.0,0.0,0.0068,0.0
erwerben,103,0.0062,0.0,0.0,0.0,0.0,0.0,0.0
französisch,101,0.0,0.0,0.0,0.0068,0.0,0.0,0.0
evolutiv,97,0.0065,0.0,0.0,0.0,0.0,0.0,0.0
erkenntnisgewinnung,95,0.0059,0.0,0.0,0.0,0.0002,0.0,0.0
ökonomisch,95,0.0,0.0,0.0,0.0068,0.0,0.0,0.0
evolutionstheorie,91,0.0059,0.0,0.0,0.0,0.0,0.0,0.0
weltbilder,87,0.0,0.0061,0.0,0.0,0.0,0.0,0.0
