term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
eth,11,0.0002,0.0002,0.0002,0.0003,0.0002,0.0371,0.0003
individualität,11,0.0002,0.0002,0.0002,0.0002,0.0002,0.037,0.0003
konzept,11,0.0003,0.0002,0.0002,0.0002,0.0002,0.0001,0.0161
tourismusland,11,0.0002,0.0002,0.0002,0.0261,0.0002,0.0001,0.0003
unterrichtsinhalten,11,0.0002,0.0002,0.0002,0.0261,0.0002,0.0001,0.0003
vielfalt,11,0.0002,0.0004,0.0002,0.0002,0.0003,0.0205,0.0018
zusammenhalt,11,0.0002,0.0002,0.0002,0.0261,0.0002,0.0001,0.0003
nennen,10,0.0002,0.0002,0.0002,0.0003,0.0002,0.0205,0.0003
spielen,10,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0141
vermitteln,9,0.0002,0.0002,0.0002,0.0002,0.0179,0.0073,0.0003
alters,8,0.0002,0.0002,0.0002,0.0002,0.0169,0.0072,0.0003
lebensform,8,0.0002,0.0002,0.0002,0.0002,0.0002,0.0357,0.0003
ziel,8,0.0003,0.0002,0.0002,0.0002,0.0211,0.0001,0.0003
politisch,6,0.0002,0.0002,0.0017,0.0002,0.0002,0.0001,0.0224
eigenständig,5,0.0002,0.0002,0.0002,0.0002,0.018,0.0001,0.0003
