term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
sozialkompetenz,37,0.0001,0.0143,0.0001,0.0001,0.0001,0.0036,0.0
form,37,0.0001,0.0002,0.002,0.0104,0.0001,0.0004,0.0022
ökonomisch,37,0.0001,0.0001,0.0001,0.0023,0.0001,0.0001,0.0095
person,36,0.0092,0.0001,0.0001,0.0001,0.0001,0.0057,0.0005
emotion,36,0.0001,0.0159,0.0001,0.0001,0.0001,0.0001,0.0009
potenzial,35,0.0001,0.0001,0.0001,0.0001,0.0001,0.0155,0.0
ziel,35,0.001,0.0018,0.0001,0.0001,0.0001,0.001,0.0076
befriedigung,34,0.0001,0.0001,0.0001,0.0023,0.0094,0.0001,0.003
wirklichkeit,33,0.0001,0.0001,0.0001,0.0028,0.0001,0.012,0.0
handlung,33,0.0116,0.0001,0.0001,0.0001,0.0001,0.0001,0.0013
ding,32,0.0001,0.0001,0.0001,0.0132,0.0001,0.0001,0.0
sehen,32,0.0001,0.0001,0.0001,0.0001,0.0001,0.0145,0.0
ethisch,32,0.011,0.0001,0.003,0.0001,0.0001,0.0001,0.0
kritisch,30,0.0001,0.0001,0.0001,0.0001,0.0001,0.0136,0.0
berücksichtigen,29,0.0114,0.0001,0.0001,0.0001,0.0011,0.0001,0.0
darstellen,29,0.0001,0.0001,0.0001,0.0087,0.0001,0.0005,0.0021
jugendliche,29,0.0001,0.0001,0.0078,0.0068,0.0001,0.0001,0.0
kind,29,0.0001,0.0001,0.0101,0.0001,0.0001,0.0001,0.0035
kognitiv,29,0.0001,0.0143,0.0001,0.0001,0.0001,0.0001,0.0
aktiv,28,0.0001,0.014,0.0001,0.0001,0.0001,0.0001,0.0
realität,28,0.0001,0.0137,0.0001,0.0001,0.0001,0.0001,0.0
psychisch,27,0.0001,0.0118,0.0018,0.0001,0.0001,0.0001,0.0
relevanz,26,0.0082,0.0001,0.0001,0.0001,0.0029,0.0001,0.0
vergleichen,26,0.0001,0.0013,0.0001,0.0001,0.0113,0.0001,0.0
lebensgestaltung,26,0.0001,0.0001,0.0001,0.0001,0.0001,0.011,0.0006
aufgabe,25,0.0013,0.0008,0.0003,0.0003,0.0093,0.0001,0.0006
überzeugung,25,0.0001,0.0123,0.0001,0.0001,0.0001,0.0001,0.0
akzeptanz,24,0.0001,0.0001,0.0001,0.0001,0.0117,0.0001,0.0
arbeitsprozesse,24,0.0001,0.0118,0.0001,0.0001,0.0001,0.0001,0.0
steuern,24,0.0001,0.0118,0.0001,0.0001,0.0001,0.0001,0.0
geistig,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.011,0.0
gestalterisch,24,0.0001,0.0001,0.0001,0.0001,0.0001,0.011,0.0
wahrnehmungsfähigkeit,24,0.0001,0.0118,0.0001,0.0001,0.0001,0.0001,0.0
werbung,24,0.0001,0.0001,0.0001,0.0103,0.0001,0.0001,0.0
interpretation,24,0.0001,0.0118,0.0001,0.0001,0.0001,0.0001,0.0
armut,23,0.0001,0.0002,0.0001,0.0089,0.0001,0.0001,0.0001
gestalten,23,0.0101,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
selbstfindung,22,0.0001,0.0001,0.0001,0.0001,0.0108,0.0001,0.0
global,21,0.0083,0.0001,0.0001,0.0001,0.0001,0.0001,0.0007
mobbing,20,0.0001,0.0001,0.0118,0.0001,0.0001,0.0001,0.0
risiko,20,0.0087,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
geld,20,0.0001,0.0001,0.0001,0.0089,0.0001,0.0001,0.0
golden,20,0.0017,0.0001,0.0093,0.0001,0.0001,0.0001,0.0
individualität,20,0.0001,0.0001,0.0001,0.0001,0.0105,0.0001,0.0
fördern,18,0.0001,0.0001,0.0083,0.0001,0.0001,0.0001,0.0012
bieten,17,0.0001,0.0021,0.0078,0.0001,0.0001,0.0001,0.0
inklusion,15,0.0001,0.0001,0.0095,0.0001,0.0001,0.0001,0.0
konfliktsituation,15,0.0001,0.0001,0.0086,0.0001,0.0001,0.0001,0.0001
