term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5
gruppe,8,0.0004,0.0009,0.0303,0.0015,0.0003
kinderarbeit,8,0.0004,0.0008,0.0003,0.0295,0.0003
maßnahme,8,0.0004,0.0008,0.018,0.0015,0.0003
sozialisation,8,0.0004,0.0008,0.055,0.0015,0.0003
theorie,8,0.0004,0.0008,0.0003,0.0015,0.0173
analyse,7,0.0021,0.0008,0.0003,0.0015,0.0272
diversität,7,0.017,0.0008,0.0291,0.0015,0.0003
gegner,7,0.0004,0.0008,0.0003,0.0015,0.0166
menschenrechtsverletzung,7,0.0004,0.0008,0.0003,0.026,0.0003
nationalismus,7,0.0004,0.0009,0.0003,0.0015,0.0166
nsideologie,7,0.0004,0.0009,0.0003,0.0015,0.0166
partizipation,7,0.0006,0.0008,0.0169,0.0015,0.0004
arbeitsmigration,6,0.0004,0.0009,0.029,0.0015,0.0003
auseinandersetzung,6,0.0004,0.0009,0.0003,0.0015,0.0279
betroffener,6,0.0198,0.0008,0.014,0.0015,0.0003
frieden,6,0.0374,0.0008,0.0003,0.0015,0.0003
gerechtigkeit,6,0.0004,0.0009,0.029,0.0015,0.0003
grundbegriff,6,0.0004,0.0008,0.0003,0.0224,0.0003
produkt,6,0.0004,0.0008,0.0003,0.0225,0.0003
verbrechen,6,0.0005,0.0125,0.0003,0.0015,0.0003
bleiben,5,0.0004,0.0009,0.016,0.0015,0.0003
fachintern,5,0.0193,0.0009,0.0013,0.0015,0.0003
folter,5,0.0004,0.0008,0.0003,0.019,0.0003
grundbedürfnisse,5,0.0004,0.0008,0.0003,0.019,0.0003
grundrecht,5,0.0206,0.0008,0.0003,0.0015,0.0003
güterabwägung,5,0.0004,0.0008,0.0003,0.019,0.0003
hilfsaktion,5,0.0004,0.0009,0.0003,0.019,0.0003
leer,5,0.0004,0.0009,0.016,0.0015,0.0003
psychisch,5,0.0004,0.0008,0.0003,0.019,0.0003
todesstrafe,5,0.0004,0.0008,0.0003,0.019,0.0003
verletzung,5,0.0004,0.0008,0.0003,0.019,0.0003
