term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
stellen,17,0.0001,0.0002,0.0005,0.0002,0.0002,0.0041,0.0078
inhaltlich,16,0.0001,0.0002,0.0005,0.0131,0.0012,0.0003,0.0001
rev,16,0.0001,0.0515,0.0005,0.0002,0.0001,0.0003,0.0001
utopie,16,0.0098,0.0002,0.0005,0.0002,0.0012,0.0003,0.0001
verknüpfung,14,0.0001,0.0002,0.0005,0.0002,0.0014,0.02,0.0002
ästhetik,14,0.0032,0.0002,0.0123,0.0002,0.0047,0.0003,0.0001
angewandte,13,0.0001,0.0002,0.0005,0.0132,0.0001,0.0003,0.0001
hobbes,13,0.0001,0.0002,0.0005,0.0002,0.0001,0.0226,0.0001
tier,13,0.0001,0.0002,0.0005,0.0002,0.0001,0.0003,0.0077
allgemein,12,0.0002,0.0002,0.0005,0.0218,0.001,0.0003,0.0001
einbeziehen,12,0.0001,0.0002,0.0005,0.0112,0.0001,0.0003,0.0001
ökologie,12,0.0001,0.0259,0.0005,0.0038,0.0001,0.0003,0.0001
arbeitsbereiche,11,0.002,0.0002,0.0016,0.0002,0.0004,0.0117,0.0005
grundannahme,11,0.0001,0.0002,0.0005,0.0002,0.0001,0.0169,0.0006
weltdeutung,11,0.0001,0.0002,0.0005,0.0002,0.0015,0.0141,0.0002
argumentieren,10,0.0001,0.0002,0.0005,0.0147,0.0001,0.0003,0.002
religionsunterricht,10,0.0001,0.0002,0.0485,0.0002,0.0001,0.0003,0.0003
arbeitsbereichen,9,0.0009,0.0002,0.0039,0.0002,0.0004,0.0109,0.0001
erkenntnisgewinnung,9,0.0008,0.0259,0.0005,0.0002,0.0001,0.0003,0.0001
evolutionstheorie,9,0.0001,0.0271,0.0005,0.0002,0.0001,0.0003,0.0001
nichtnaturwissenschaftlich,9,0.0001,0.0271,0.0005,0.0002,0.0001,0.0003,0.0001
prägen,9,0.0001,0.0002,0.0005,0.0002,0.0001,0.0158,0.002
abgrenz,8,0.0001,0.0259,0.0005,0.0002,0.0001,0.0003,0.0001
artenvielfalt,8,0.0001,0.0259,0.0005,0.0002,0.0001,0.0003,0.0001
dnasequenz,8,0.0001,0.0259,0.0005,0.0002,0.0001,0.0003,0.0001
entstehung,8,0.0001,0.0259,0.0005,0.0002,0.0001,0.0003,0.0001
homologe,8,0.0001,0.0259,0.0005,0.0002,0.0001,0.0003,0.0001
konstruktivismus,8,0.0001,0.0002,0.0005,0.0012,0.0001,0.012,0.0001
rrk,8,0.0001,0.0259,0.0005,0.0002,0.0001,0.0003,0.0001
kap,7,0.0002,0.0002,0.0286,0.0002,0.0001,0.0003,0.0002
merkmal,7,0.0001,0.0207,0.0005,0.0002,0.0001,0.0003,0.0001
vielfalt,7,0.0001,0.0002,0.0104,0.0002,0.0001,0.0003,0.0036
evangelischer,6,0.0001,0.0002,0.0296,0.0002,0.0001,0.0003,0.0002
hoffnung,6,0.0001,0.0002,0.0096,0.0002,0.0013,0.0003,0.0017
morphologisch,6,0.0001,0.0195,0.0005,0.0002,0.0001,0.0003,0.0001
fächerübergreifend,5,0.0001,0.0002,0.0231,0.0002,0.0001,0.0003,0.0001
gemäß,5,0.0001,0.0002,0.0231,0.0002,0.0001,0.0003,0.0001
